month,region,rainfall_mm,temperature_c,customer_group,shop_type,product_category,product_name,unit_price_tzs,units_sold,demand_level
1,Zanzibar,201.3,27.76,youth,retail_shop,Personal care,Perfume,1898,17,High
10,Arusha,56.8,21.36,general,retail_shop,Phone accessories,Smartwatch,2307,21,High
7,Mwanza,52.2,22.75,youth,retail_shop,Household items,Curtains,1495,16,Low
1,Dar es Salaam,191.9,27.62,worker,small_shop,Stationery,Biography,2587,20,Low
1,Arusha,168.8,20.99,worker,market_stall,Clothing,T-shirt,441,25,High
1,Dar es Salaam,191.9,27.62,worker,retail_shop,Household items,Curtains,4431,8,Low
1,Kilimanjaro,43.6,24.46,worker,retail_shop,Household items,Curtains,2852,22,High
1,Arusha,168.8,20.99,worker,retail_shop,Personal care,Perfume,1587,27,High
4,Arusha,185.1,20.07,general,retail_shop,Phone accessories,Laptop,224,22,High
4,Dar es Salaam,522.0,25.6,youth,retail_shop,Personal care,Perfume,3981,22,High
4,Kilimanjaro,205.1,22.21,worker,small_shop,Stationery,Fiction,190,23,High
4,Zanzibar,499.3,26.05,general,market_stall,Sports goods,Resistance Bands,4373,17,Low
7,Mwanza,52.2,22.75,youth,market_stall,Clothing,Jacket,1826,18,High
10,Dar es Salaam,82.3,25.97,worker,retail_shop,Household items,Wall Art,2623,14,High
7,Zanzibar,35.5,24.65,general,retail_shop,Phone accessories,Headphones,1020,20,Low
1,Dar es Salaam,191.9,27.62,general,retail_shop,Household items,Lamp,1198,12,Low
1,Arusha,168.8,20.99,general,retail_shop,Household items,Wall Art,1939,16,Low
1,Dar es Salaam,191.9,27.62,youth,small_shop,Stationery,Biography,4816,25,High
7,Dar es Salaam,20.9,24.91,youth,market_stall,Sports goods,Dumbbells,2924,19,Low
7,Kilimanjaro,1.9,20.71,worker,market_stall,Clothing,Jacket,3701,15,High
7,Zanzibar,35.5,24.65,general,market_stall,Sports goods,Treadmill,1806,15,Low
1,Arusha,168.8,20.99,worker,retail_shop,Personal care,Lipstick,3580,19,High
10,Arusha,56.8,21.36,general,retail_shop,Personal care,Foundation,4126,13,Low
10,Kilimanjaro,51.7,23.9,youth,retail_shop,Personal care,Lipstick,3867,14,Low
1,Mwanza,136.25,21.97,youth,retail_shop,Phone accessories,Laptop,4662,18,Low
10,Arusha,56.8,21.36,general,market_stall,Clothing,T-shirt,1659,23,Low
10,Kilimanjaro,51.7,23.9,worker,retail_shop,Household items,Lamp,4724,12,High
4,Mwanza,222.6,22.37,worker,retail_shop,Phone accessories,Smartphone,4541,9,Low
4,Dar es Salaam,522.0,25.6,youth,retail_shop,Household items,Lamp,4473,22,High
7,Dar es Salaam,20.9,24.91,general,small_shop,Stationery,Fiction,1901,19,High
10,Arusha,56.8,21.36,worker,retail_shop,Household items,Wall Art,1875,18,Low
1,Dar es Salaam,191.9,27.62,general,market_stall,Sports goods,Resistance Bands,2949,22,High
4,Kilimanjaro,205.1,22.21,worker,market_stall,Sports goods,Yoga Mat,4529,21,High
10,Zanzibar,83.5,26.64,youth,small_shop,Stationery,Comics,3151,26,High
10,Dar es Salaam,82.3,25.97,general,small_shop,Stationery,Biography,3483,23,High
1,Kilimanjaro,43.6,24.46,general,retail_shop,Household items,Lamp,2703,24,Low
7,Dar es Salaam,20.9,24.91,worker,retail_shop,Household items,Wall Art,2278,9,Low
1,Kilimanjaro,43.6,24.46,youth,retail_shop,Personal care,Lipstick,2196,20,Low
7,Mwanza,52.2,22.75,general,retail_shop,Household items,Lamp,393,12,Low
10,Mwanza,152.75,22.48,general,retail_shop,Household items,Lamp,3337,18,High
10,Dar es Salaam,82.3,25.97,youth,market_stall,Clothing,T-shirt,4753,26,High
10,Zanzibar,83.5,26.64,worker,market_stall,Sports goods,Resistance Bands,4285,15,High
7,Mwanza,52.2,22.75,general,retail_shop,Phone accessories,Smartwatch,2635,13,Low
10,Mwanza,152.75,22.48,general,retail_shop,Phone accessories,Headphones,1287,19,Low
10,Zanzibar,83.5,26.64,general,market_stall,Clothing,Shoes,3950,17,High
7,Dar es Salaam,20.9,24.91,general,retail_shop,Phone accessories,Smartwatch,4232,19,Low
1,Zanzibar,201.3,27.76,general,small_shop,Stationery,Fiction,600,13,Low
10,Dar es Salaam,82.3,25.97,general,retail_shop,Personal care,Foundation,377,26,High
4,Kilimanjaro,205.1,22.21,worker,retail_shop,Household items,Wall Art,2136,19,High
1,Dar es Salaam,191.9,27.62,youth,retail_shop,Phone accessories,Headphones,1013,18,Low
10,Kilimanjaro,51.7,23.9,youth,market_stall,Sports goods,Resistance Bands,1811,21,High
10,Zanzibar,83.5,26.64,general,market_stall,Sports goods,Dumbbells,4895,17,Low
4,Zanzibar,499.3,26.05,youth,retail_shop,Household items,Cushions,4624,17,High
10,Zanzibar,83.5,26.64,worker,retail_shop,Household items,Cushions,511,23,High
10,Mwanza,152.75,22.48,youth,market_stall,Clothing,Shoes,4654,19,High
1,Mwanza,136.25,21.97,youth,market_stall,Clothing,Shoes,3232,10,Low
1,Mwanza,136.25,21.97,youth,retail_shop,Phone accessories,Smartwatch,1399,14,High
4,Kilimanjaro,205.1,22.21,general,retail_shop,Personal care,Perfume,3835,26,High
10,Zanzibar,83.5,26.64,general,small_shop,Stationery,Comics,823,12,Low
4,Kilimanjaro,205.1,22.21,youth,retail_shop,Household items,Wall Art,1761,14,Low
4,Arusha,185.1,20.07,worker,small_shop,Stationery,Fiction,788,22,Low
7,Dar es Salaam,20.9,24.91,general,market_stall,Sports goods,Resistance Bands,3087,21,High
7,Mwanza,52.2,22.75,worker,small_shop,Stationery,Fiction,4489,28,High
7,Dar es Salaam,20.9,24.91,worker,retail_shop,Phone accessories,Headphones,2777,16,High
4,Kilimanjaro,205.1,22.21,general,retail_shop,Household items,Wall Art,1774,11,Low
7,Dar es Salaam,20.9,24.91,youth,retail_shop,Personal care,Foundation,4767,17,High
1,Arusha,168.8,20.99,worker,small_shop,Stationery,Fiction,1287,24,High
1,Arusha,168.8,20.99,general,market_stall,Clothing,T-shirt,4796,15,Low
1,Arusha,168.8,20.99,youth,market_stall,Clothing,Jeans,1711,8,Low
4,Mwanza,222.6,22.37,general,retail_shop,Phone accessories,Smartwatch,1360,18,High
4,Dar es Salaam,522.0,25.6,youth,market_stall,Clothing,Jacket,3210,20,High
7,Arusha,19.5,17.72,general,market_stall,Sports goods,Dumbbells,3182,14,High
10,Arusha,56.8,21.36,worker,market_stall,Sports goods,Yoga Mat,2617,26,High
7,Arusha,19.5,17.72,general,market_stall,Clothing,Jacket,2423,22,Low
10,Zanzibar,83.5,26.64,general,market_stall,Sports goods,Yoga Mat,353,7,Low
7,Arusha,19.5,17.72,general,retail_shop,Household items,Lamp,2339,17,Low
10,Zanzibar,83.5,26.64,youth,retail_shop,Phone accessories,Headphones,2706,17,High
7,Zanzibar,35.5,24.65,worker,small_shop,Stationery,Biography,3813,11,Low
7,Mwanza,52.2,22.75,general,small_shop,Stationery,Biography,2086,22,High
1,Kilimanjaro,43.6,24.46,general,retail_shop,Personal care,Moisturizer,683,23,Low
1,Zanzibar,201.3,27.76,general,market_stall,Sports goods,Yoga Mat,4949,19,High
4,Mwanza,222.6,22.37,worker,market_stall,Clothing,T-shirt,990,24,High
4,Kilimanjaro,205.1,22.21,general,small_shop,Stationery,Biography,568,19,High
7,Kilimanjaro,1.9,20.71,youth,market_stall,Sports goods,Resistance Bands,220,11,Low
10,Mwanza,152.75,22.48,general,market_stall,Sports goods,Yoga Mat,990,9,Low
7,Mwanza,52.2,22.75,general,small_shop,Stationery,Comics,1922,15,Low
4,Mwanza,222.6,22.37,youth,market_stall,Clothing,Jeans,2266,9,Low
10,Dar es Salaam,82.3,25.97,youth,small_shop,Stationery,Fiction,1033,18,High
7,Kilimanjaro,1.9,20.71,youth,market_stall,Clothing,Jeans,2940,20,Low
1,Mwanza,136.25,21.97,general,retail_shop,Phone accessories,Laptop,109,11,Low
7,Zanzibar,35.5,24.65,worker,retail_shop,Phone accessories,Smartphone,4588,23,High
4,Zanzibar,499.3,26.05,general,market_stall,Clothing,Shoes,4115,14,High
10,Zanzibar,83.5,26.64,youth,retail_shop,Household items,Cushions,1707,19,Low
1,Zanzibar,201.3,27.76,general,retail_shop,Phone accessories,Laptop,2731,18,High
10,Arusha,56.8,21.36,worker,market_stall,Clothing,Jeans,1648,14,High
10,Mwanza,152.75,22.48,youth,market_stall,Sports goods,Resistance Bands,3865,17,Low
10,Dar es Salaam,82.3,25.97,youth,retail_shop,Personal care,Moisturizer,3918,24,High
4,Arusha,185.1,20.07,worker,market_stall,Sports goods,Yoga Mat,2045,17,High
7,Mwanza,52.2,22.75,general,retail_shop,Phone accessories,Smartphone,2226,16,Low
4,Dar es Salaam,522.0,25.6,worker,retail_shop,Phone accessories,Headphones,2762,14,High
7,Mwanza,52.2,22.75,worker,retail_shop,Personal care,Moisturizer,3417,20,Low
4,Kilimanjaro,205.1,22.21,general,retail_shop,Phone accessories,Laptop,1417,21,High
7,Zanzibar,35.5,24.65,general,market_stall,Clothing,T-shirt,4548,18,High
10,Arusha,56.8,21.36,youth,retail_shop,Phone accessories,Headphones,2940,12,Low
4,Dar es Salaam,522.0,25.6,worker,small_shop,Stationery,Non-fiction,4974,15,High
7,Dar es Salaam,20.9,24.91,youth,market_stall,Clothing,Jacket,4419,17,High
1,Kilimanjaro,43.6,24.46,youth,retail_shop,Personal care,Moisturizer,1291,8,Low
7,Kilimanjaro,1.9,20.71,general,retail_shop,Phone accessories,Smartwatch,2559,10,Low
4,Zanzibar,499.3,26.05,worker,market_stall,Sports goods,Resistance Bands,3648,20,Low
7,Dar es Salaam,20.9,24.91,general,retail_shop,Personal care,Foundation,879,15,Low
10,Zanzibar,83.5,26.64,worker,retail_shop,Household items,Curtains,3397,15,Low
10,Dar es Salaam,82.3,25.97,general,retail_shop,Household items,Lamp,1999,13,Low
10,Arusha,56.8,21.36,youth,retail_shop,Personal care,Moisturizer,4359,17,Low
1,Zanzibar,201.3,27.76,youth,small_shop,Stationery,Comics,4679,28,High
4,Arusha,185.1,20.07,general,retail_shop,Household items,Lamp,4645,22,High
10,Mwanza,152.75,22.48,general,retail_shop,Household items,Cushions,867,20,Low
1,Zanzibar,201.3,27.76,worker,small_shop,Stationery,Fiction,3564,19,High
4,Mwanza,222.6,22.37,general,small_shop,Stationery,Fiction,705,11,Low
4,Dar es Salaam,522.0,25.6,general,small_shop,Stationery,Biography,2987,24,High
4,Dar es Salaam,522.0,25.6,worker,small_shop,Stationery,Fiction,1933,20,High
7,Zanzibar,35.5,24.65,youth,retail_shop,Personal care,Perfume,3601,8,Low
10,Zanzibar,83.5,26.64,youth,small_shop,Stationery,Comics,2940,19,Low
4,Arusha,185.1,20.07,youth,retail_shop,Personal care,Lipstick,4105,14,Low
1,Kilimanjaro,43.6,24.46,youth,market_stall,Clothing,T-shirt,940,14,High
10,Mwanza,152.75,22.48,general,retail_shop,Phone accessories,Smartwatch,1266,16,Low
10,Mwanza,152.75,22.48,youth,small_shop,Stationery,Fiction,1996,26,High
10,Arusha,56.8,21.36,general,market_stall,Sports goods,Yoga Mat,1058,18,Low
4,Dar es Salaam,522.0,25.6,general,market_stall,Clothing,Jeans,4477,15,Low
10,Arusha,56.8,21.36,general,retail_shop,Personal care,Moisturizer,1986,15,Low
10,Zanzibar,83.5,26.64,youth,retail_shop,Phone accessories,Smartwatch,3696,18,High
7,Zanzibar,35.5,24.65,general,market_stall,Sports goods,Treadmill,564,23,Low
7,Arusha,19.5,17.72,youth,retail_shop,Phone accessories,Laptop,1886,24,High
7,Arusha,19.5,17.72,general,retail_shop,Personal care,Lipstick,4290,21,High
10,Arusha,56.8,21.36,general,market_stall,Sports goods,Resistance Bands,2253,23,High
1,Arusha,168.8,20.99,general,market_stall,Sports goods,Dumbbells,1045,19,High
7,Zanzibar,35.5,24.65,worker,market_stall,Sports goods,Dumbbells,507,11,High
7,Zanzibar,35.5,24.65,worker,market_stall,Sports goods,Resistance Bands,2327,24,High
7,Kilimanjaro,1.9,20.71,worker,market_stall,Clothing,Shoes,4428,17,High
10,Mwanza,152.75,22.48,worker,retail_shop,Personal care,Lipstick,204,25,High
4,Kilimanjaro,205.1,22.21,general,market_stall,Sports goods,Dumbbells,1459,13,Low
4,Arusha,185.1,20.07,worker,market_stall,Sports goods,Treadmill,2857,10,Low
4,Dar es Salaam,522.0,25.6,general,retail_shop,Phone accessories,Headphones,3255,18,Low
4,Kilimanjaro,205.1,22.21,worker,retail_shop,Phone accessories,Laptop,4771,24,High
4,Mwanza,222.6,22.37,youth,retail_shop,Personal care,Lipstick,1417,23,Low
4,Arusha,185.1,20.07,worker,retail_shop,Personal care,Perfume,4185,23,High
4,Zanzibar,499.3,26.05,worker,retail_shop,Phone accessories,Laptop,4774,18,Low
1,Dar es Salaam,191.9,27.62,general,market_stall,Clothing,Shoes,3889,26,High
7,Arusha,19.5,17.72,general,retail_shop,Phone accessories,Smartwatch,3350,23,High
1,Mwanza,136.25,21.97,general,retail_shop,Household items,Curtains,582,23,Low
10,Mwanza,152.75,22.48,general,market_stall,Clothing,Jeans,4810,22,High
1,Arusha,168.8,20.99,youth,small_shop,Stationery,Biography,568,17,Low
10,Mwanza,152.75,22.48,general,small_shop,Stationery,Fiction,3614,20,Low
4,Kilimanjaro,205.1,22.21,youth,retail_shop,Household items,Wall Art,4805,16,Low
1,Kilimanjaro,43.6,24.46,worker,market_stall,Sports goods,Dumbbells,569,18,High
1,Dar es Salaam,191.9,27.62,general,market_stall,Sports goods,Dumbbells,4982,25,Low
1,Mwanza,136.25,21.97,worker,retail_shop,Personal care,Moisturizer,4656,18,Low
10,Mwanza,152.75,22.48,youth,market_stall,Sports goods,Yoga Mat,3103,8,Low
7,Dar es Salaam,20.9,24.91,general,retail_shop,Personal care,Moisturizer,470,15,High
7,Kilimanjaro,1.9,20.71,worker,market_stall,Clothing,Jacket,601,15,High
4,Mwanza,222.6,22.37,youth,retail_shop,Household items,Cushions,723,12,Low
10,Arusha,56.8,21.36,worker,retail_shop,Household items,Curtains,3393,21,Low
7,Mwanza,52.2,22.75,general,market_stall,Sports goods,Resistance Bands,3681,19,High
1,Kilimanjaro,43.6,24.46,youth,market_stall,Clothing,Shoes,643,12,High
7,Kilimanjaro,1.9,20.71,general,retail_shop,Personal care,Moisturizer,1458,17,Low
7,Dar es Salaam,20.9,24.91,general,market_stall,Clothing,Jacket,4598,13,Low
10,Kilimanjaro,51.7,23.9,general,small_shop,Stationery,Biography,154,30,High
4,Mwanza,222.6,22.37,youth,retail_shop,Phone accessories,Laptop,1920,27,High
1,Mwanza,136.25,21.97,youth,market_stall,Clothing,Jeans,2102,18,Low
7,Arusha,19.5,17.72,youth,small_shop,Stationery,Non-fiction,1920,15,High
4,Dar es Salaam,522.0,25.6,worker,retail_shop,Household items,Wall Art,469,14,Low
4,Mwanza,222.6,22.37,general,market_stall,Sports goods,Resistance Bands,3116,16,Low
7,Zanzibar,35.5,24.65,youth,small_shop,Stationery,Biography,103,16,Low
7,Mwanza,52.2,22.75,worker,small_shop,Stationery,Non-fiction,3321,31,High
1,Mwanza,136.25,21.97,general,retail_shop,Personal care,Perfume,2953,24,High
10,Arusha,56.8,21.36,youth,retail_shop,Phone accessories,Headphones,2139,8,Low
4,Kilimanjaro,205.1,22.21,youth,market_stall,Sports goods,Yoga Mat,4156,16,Low
10,Mwanza,152.75,22.48,general,retail_shop,Phone accessories,Smartphone,3297,20,Low
1,Arusha,168.8,20.99,youth,retail_shop,Personal care,Perfume,639,14,Low
1,Dar es Salaam,191.9,27.62,youth,retail_shop,Personal care,Foundation,2784,22,Low
10,Zanzibar,83.5,26.64,general,retail_shop,Household items,Lamp,2137,22,Low
1,Kilimanjaro,43.6,24.46,worker,retail_shop,Phone accessories,Headphones,1752,23,High
7,Mwanza,52.2,22.75,worker,retail_shop,Phone accessories,Laptop,4403,16,Low
1,Kilimanjaro,43.6,24.46,worker,small_shop,Stationery,Fiction,2681,22,Low
7,Kilimanjaro,1.9,20.71,youth,retail_shop,Household items,Lamp,823,18,High
1,Kilimanjaro,43.6,24.46,worker,market_stall,Sports goods,Resistance Bands,4442,21,High
7,Kilimanjaro,1.9,20.71,general,retail_shop,Household items,Curtains,404,17,Low
1,Mwanza,136.25,21.97,general,retail_shop,Personal care,Moisturizer,3042,20,Low
1,Dar es Salaam,191.9,27.62,worker,small_shop,Stationery,Non-fiction,529,21,High
10,Kilimanjaro,51.7,23.9,general,retail_shop,Personal care,Lipstick,1725,22,High
1,Mwanza,136.25,21.97,general,retail_shop,Household items,Lamp,1667,18,Low
7,Kilimanjaro,1.9,20.71,general,retail_shop,Household items,Wall Art,4921,15,High
10,Kilimanjaro,51.7,23.9,youth,small_shop,Stationery,Biography,3229,17,Low
1,Kilimanjaro,43.6,24.46,worker,market_stall,Sports goods,Treadmill,4387,14,Low
7,Arusha,19.5,17.72,worker,retail_shop,Household items,Wall Art,4932,18,High
10,Dar es Salaam,82.3,25.97,worker,retail_shop,Phone accessories,Laptop,4616,6,Low
10,Mwanza,152.75,22.48,youth,market_stall,Sports goods,Dumbbells,373,13,Low
7,Zanzibar,35.5,24.65,youth,retail_shop,Phone accessories,Smartwatch,1022,19,Low
1,Dar es Salaam,191.9,27.62,worker,retail_shop,Household items,Wall Art,2682,13,Low
7,Zanzibar,35.5,24.65,youth,retail_shop,Phone accessories,Smartphone,4903,18,Low
10,Kilimanjaro,51.7,23.9,worker,small_shop,Stationery,Fiction,979,17,High
7,Zanzibar,35.5,24.65,general,market_stall,Clothing,Jeans,2951,16,Low
1,Zanzibar,201.3,27.76,youth,market_stall,Clothing,T-shirt,4120,21,High
4,Mwanza,222.6,22.37,youth,market_stall,Clothing,Shoes,3672,21,Low
1,Zanzibar,201.3,27.76,youth,market_stall,Clothing,T-shirt,4734,12,Low
4,Dar es Salaam,522.0,25.6,general,market_stall,Sports goods,Resistance Bands,413,24,High
10,Mwanza,152.75,22.48,worker,small_shop,Stationery,Non-fiction,2708,25,High
7,Mwanza,52.2,22.75,general,retail_shop,Phone accessories,Smartwatch,1349,27,High
1,Dar es Salaam,191.9,27.62,worker,retail_shop,Household items,Lamp,3931,20,High
7,Kilimanjaro,1.9,20.71,general,small_shop,Stationery,Comics,1400,12,Low
4,Dar es Salaam,522.0,25.6,worker,retail_shop,Phone accessories,Smartphone,578,13,High
4,Zanzibar,499.3,26.05,youth,market_stall,Clothing,Shoes,2938,15,Low
1,Kilimanjaro,43.6,24.46,general,retail_shop,Household items,Curtains,4081,20,High
4,Zanzibar,499.3,26.05,general,market_stall,Sports goods,Dumbbells,109,23,Low
10,Zanzibar,83.5,26.64,general,retail_shop,Household items,Wall Art,2145,21,High
10,Mwanza,152.75,22.48,general,market_stall,Clothing,T-shirt,3825,17,Low
4,Kilimanjaro,205.1,22.21,general,retail_shop,Phone accessories,Smartwatch,2317,11,Low
1,Dar es Salaam,191.9,27.62,general,market_stall,Clothing,Shoes,3587,20,Low
4,Kilimanjaro,205.1,22.21,worker,market_stall,Sports goods,Yoga Mat,3967,14,Low
7,Zanzibar,35.5,24.65,worker,retail_shop,Household items,Wall Art,3253,11,Low
4,Kilimanjaro,205.1,22.21,youth,retail_shop,Household items,Wall Art,1043,25,High
10,Zanzibar,83.5,26.64,worker,market_stall,Sports goods,Treadmill,4648,13,Low
1,Dar es Salaam,191.9,27.62,youth,market_stall,Clothing,Shoes,297,20,High
10,Dar es Salaam,82.3,25.97,general,retail_shop,Household items,Lamp,3973,23,Low
7,Zanzibar,35.5,24.65,worker,market_stall,Sports goods,Yoga Mat,1445,18,High
10,Mwanza,152.75,22.48,youth,retail_shop,Household items,Wall Art,4271,17,High
7,Dar es Salaam,20.9,24.91,worker,market_stall,Clothing,Shoes,4107,13,High
7,Arusha,19.5,17.72,worker,small_shop,Stationery,Comics,566,19,High
1,Arusha,168.8,20.99,worker,market_stall,Clothing,Jacket,4805,19,High
4,Kilimanjaro,205.1,22.21,general,retail_shop,Household items,Curtains,416,20,High
4,Arusha,185.1,20.07,general,small_shop,Stationery,Fiction,4932,29,High
7,Dar es Salaam,20.9,24.91,youth,retail_shop,Household items,Wall Art,4098,17,High
10,Zanzibar,83.5,26.64,general,small_shop,Stationery,Non-fiction,3565,13,Low
10,Kilimanjaro,51.7,23.9,worker,retail_shop,Personal care,Perfume,4969,27,High
7,Dar es Salaam,20.9,24.91,general,market_stall,Clothing,Jacket,3278,22,Low
1,Dar es Salaam,191.9,27.62,general,retail_shop,Phone accessories,Smartwatch,4892,21,High
7,Mwanza,52.2,22.75,youth,small_shop,Stationery,Biography,1242,15,Low
1,Arusha,168.8,20.99,youth,retail_shop,Personal care,Foundation,1807,9,Low
7,Dar es Salaam,20.9,24.91,worker,retail_shop,Personal care,Lipstick,3953,22,Low
10,Arusha,56.8,21.36,general,retail_shop,Phone accessories,Headphones,4837,21,High
4,Kilimanjaro,205.1,22.21,general,small_shop,Stationery,Non-fiction,2356,22,Low
7,Mwanza,52.2,22.75,general,market_stall,Sports goods,Resistance Bands,3123,18,Low
4,Arusha,185.1,20.07,general,retail_shop,Household items,Lamp,4631,23,Low
1,Arusha,168.8,20.99,general,retail_shop,Household items,Lamp,4652,23,High
4,Dar es Salaam,522.0,25.6,worker,market_stall,Clothing,Jacket,1544,20,Low
7,Kilimanjaro,1.9,20.71,youth,small_shop,Stationery,Biography,1456,14,High
7,Kilimanjaro,1.9,20.71,worker,market_stall,Sports goods,Yoga Mat,4144,14,Low
1,Kilimanjaro,43.6,24.46,general,retail_shop,Personal care,Perfume,204,26,High
4,Dar es Salaam,522.0,25.6,general,market_stall,Sports goods,Resistance Bands,3623,19,High
4,Dar es Salaam,522.0,25.6,general,market_stall,Clothing,Shoes,2554,30,High
4,Arusha,185.1,20.07,worker,market_stall,Clothing,Shoes,1281,21,Low
4,Mwanza,222.6,22.37,worker,small_shop,Stationery,Comics,4641,22,Low
1,Mwanza,136.25,21.97,worker,small_shop,Stationery,Biography,2068,17,High
4,Mwanza,222.6,22.37,worker,retail_shop,Personal care,Foundation,3597,22,High
1,Arusha,168.8,20.99,general,small_shop,Stationery,Biography,2575,17,High
4,Dar es Salaam,522.0,25.6,youth,small_shop,Stationery,Fiction,1911,12,Low
4,Arusha,185.1,20.07,general,retail_shop,Phone accessories,Smartphone,1014,13,Low
10,Zanzibar,83.5,26.64,youth,market_stall,Sports goods,Treadmill,3184,12,Low
7,Mwanza,52.2,22.75,general,retail_shop,Household items,Cushions,903,26,High
4,Zanzibar,499.3,26.05,youth,retail_shop,Personal care,Perfume,770,21,Low
7,Dar es Salaam,20.9,24.91,general,retail_shop,Phone accessories,Smartwatch,820,17,High
10,Arusha,56.8,21.36,youth,market_stall,Clothing,Jeans,1653,16,Low
1,Arusha,168.8,20.99,general,market_stall,Clothing,T-shirt,2709,12,High
10,Arusha,56.8,21.36,general,retail_shop,Household items,Cushions,2557,16,High
7,Zanzibar,35.5,24.65,general,small_shop,Stationery,Comics,4531,17,Low
1,Dar es Salaam,191.9,27.62,youth,retail_shop,Phone accessories,Smartphone,2867,25,High
4,Kilimanjaro,205.1,22.21,general,retail_shop,Phone accessories,Laptop,2409,14,Low
1,Kilimanjaro,43.6,24.46,worker,retail_shop,Household items,Wall Art,4727,26,High
4,Mwanza,222.6,22.37,worker,retail_shop,Phone accessories,Laptop,1132,17,Low
10,Kilimanjaro,51.7,23.9,general,market_stall,Sports goods,Dumbbells,1103,18,Low
10,Dar es Salaam,82.3,25.97,worker,retail_shop,Household items,Wall Art,3972,14,Low
10,Arusha,56.8,21.36,general,market_stall,Sports goods,Dumbbells,4041,18,High
4,Dar es Salaam,522.0,25.6,general,retail_shop,Phone accessories,Headphones,4625,16,Low
4,Dar es Salaam,522.0,25.6,worker,market_stall,Clothing,T-shirt,2109,13,Low
10,Mwanza,152.75,22.48,general,market_stall,Clothing,Jeans,4703,12,Low
4,Kilimanjaro,205.1,22.21,general,small_shop,Stationery,Biography,1094,11,Low
7,Dar es Salaam,20.9,24.91,worker,market_stall,Clothing,T-shirt,1446,24,High
7,Zanzibar,35.5,24.65,worker,retail_shop,Household items,Lamp,3590,16,Low
10,Kilimanjaro,51.7,23.9,general,small_shop,Stationery,Non-fiction,909,22,High
7,Zanzibar,35.5,24.65,worker,small_shop,Stationery,Non-fiction,2269,18,Low
10,Mwanza,152.75,22.48,worker,retail_shop,Personal care,Moisturizer,4316,20,Low
7,Mwanza,52.2,22.75,general,retail_shop,Personal care,Perfume,659,17,Low
10,Dar es Salaam,82.3,25.97,youth,retail_shop,Phone accessories,Smartwatch,2943,25,High
10,Arusha,56.8,21.36,general,market_stall,Sports goods,Dumbbells,685,12,Low
4,Dar es Salaam,522.0,25.6,youth,retail_shop,Personal care,Lipstick,545,19,Low
10,Kilimanjaro,51.7,23.9,youth,market_stall,Sports goods,Dumbbells,2794,26,High
7,Mwanza,52.2,22.75,general,small_shop,Stationery,Fiction,3111,21,Low
10,Kilimanjaro,51.7,23.9,general,retail_shop,Household items,Lamp,735,23,High
7,Arusha,19.5,17.72,worker,retail_shop,Household items,Cushions,2860,9,Low
1,Zanzibar,201.3,27.76,worker,retail_shop,Household items,Cushions,2287,18,High
7,Mwanza,52.2,22.75,general,retail_shop,Personal care,Moisturizer,4961,26,High
1,Zanzibar,201.3,27.76,worker,retail_shop,Phone accessories,Headphones,4026,14,High
4,Zanzibar,499.3,26.05,general,market_stall,Clothing,T-shirt,447,6,Low
7,Arusha,19.5,17.72,youth,market_stall,Sports goods,Yoga Mat,3790,14,Low
4,Arusha,185.1,20.07,general,small_shop,Stationery,Fiction,2719,15,Low
7,Zanzibar,35.5,24.65,worker,market_stall,Sports goods,Resistance Bands,4690,20,High
10,Dar es Salaam,82.3,25.97,general,small_shop,Stationery,Biography,3911,24,High
10,Mwanza,152.75,22.48,youth,market_stall,Sports goods,Dumbbells,1736,22,High
4,Dar es Salaam,522.0,25.6,youth,retail_shop,Personal care,Perfume,3225,30,High
1,Mwanza,136.25,21.97,general,market_stall,Clothing,Jacket,3542,14,High
7,Arusha,19.5,17.72,youth,retail_shop,Household items,Lamp,3816,13,Low
1,Mwanza,136.25,21.97,general,small_shop,Stationery,Comics,2295,19,Low
7,Arusha,19.5,17.72,general,market_stall,Clothing,Jacket,3237,24,High
7,Mwanza,52.2,22.75,general,market_stall,Sports goods,Treadmill,2297,13,Low
1,Mwanza,136.25,21.97,youth,retail_shop,Phone accessories,Smartwatch,3821,20,Low
10,Mwanza,152.75,22.48,general,small_shop,Stationery,Fiction,456,23,Low
7,Arusha,19.5,17.72,youth,retail_shop,Household items,Curtains,3190,28,High
4,Dar es Salaam,522.0,25.6,general,market_stall,Sports goods,Treadmill,2435,20,Low
7,Arusha,19.5,17.72,worker,market_stall,Clothing,Jacket,3945,13,Low
10,Mwanza,152.75,22.48,worker,market_stall,Sports goods,Dumbbells,1912,18,Low
1,Kilimanjaro,43.6,24.46,worker,small_shop,Stationery,Comics,381,11,Low
1,Mwanza,136.25,21.97,general,retail_shop,Personal care,Foundation,4436,13,Low
10,Arusha,56.8,21.36,youth,retail_shop,Phone accessories,Laptop,2895,17,High
1,Kilimanjaro,43.6,24.46,general,small_shop,Stationery,Non-fiction,3266,25,High
10,Arusha,56.8,21.36,general,small_shop,Stationery,Non-fiction,3610,21,High
4,Mwanza,222.6,22.37,general,retail_shop,Phone accessories,Laptop,2117,16,Low
10,Arusha,56.8,21.36,general,retail_shop,Personal care,Foundation,1286,21,Low
4,Arusha,185.1,20.07,general,market_stall,Clothing,Jacket,3457,26,High
10,Kilimanjaro,51.7,23.9,youth,market_stall,Sports goods,Resistance Bands,861,10,Low
4,Arusha,185.1,20.07,youth,market_stall,Clothing,T-shirt,469,16,High
